City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country
301,svetlyy,54.675,20.1347,33.96,69,75,7.56,RU
302,puerto escondido,15.85,-97.0667,74.41,69,1,3.89,MX
303,nome,64.5011,-165.4064,-2.13,65,0,9.22,US
304,rakaia,-43.75,172.0167,56.37,84,100,10.13,NZ
305,presidencia roque saenz pena,-26.7852,-60.4388,84.94,54,0,7.83,AR
306,sri aman,1.2376,111.4621,74.93,98,100,2.21,MY
307,swan hill,-35.3378,143.5544,68.43,65,45,1.01,AU
308,riyadh,24.6877,46.7219,64.54,48,60,13.44,SA
309,liverpool,53.4106,-2.9779,43.29,93,100,1.14,GB
310,laguna,38.421,-121.4238,41.94,91,0,0.0,US
311,kushima,31.4583,131.2333,30.79,70,56,15.84,JP
312,vila velha,-20.3297,-40.2925,73.35,98,75,3.44,BR
313,skreia,60.65,10.9333,33.33,96,100,0.67,NO
314,havoysund,70.9963,24.6622,32.23,75,72,41.47,NO
315,necochea,-38.5473,-58.7368,77.97,39,23,17.96,AR
316,meulaboh,4.1363,96.1285,77.23,88,90,9.19,ID
317,olinda,-8.0089,-34.8553,83.93,65,40,8.05,BR
318,lantawan,10.6167,123.9833,78.49,85,42,12.19,PH
319,mogzon,51.7435,111.9606,-17.12,93,100,1.48,RU
320,harper,4.375,-7.7169,85.5,65,47,6.89,LR
321,touros,-5.1989,-35.4608,83.66,65,32,11.41,BR
322,ko samui,9.5357,99.9357,81.45,70,99,8.61,TH
323,camana,-16.6228,-72.7111,72.21,88,100,5.82,PE
324,hami,42.8,93.45,16.61,23,3,2.95,CN
325,qandala,11.472,49.8728,77.9,61,10,12.17,SO
326,ilulissat,69.2167,-51.1,16.72,77,100,9.13,GL
327,fortuna,40.5982,-124.1573,38.32,100,0,9.22,US
328,touho,-20.7833,165.2333,80.04,82,20,4.63,NC
329,charters towers,-20.1,146.2667,75.83,76,26,11.23,AU
330,rocha,-34.4833,-54.3333,76.55,35,0,6.35,UY
331,kupang,-10.1667,123.5833,79.38,89,40,5.75,ID
332,kidal,18.4411,1.4078,88.47,8,0,3.27,ML
333,yar-sale,66.8333,70.8333,17.37,96,100,13.53,RU
334,sokoni,-6.4333,39.55,81.43,77,96,12.93,TZ
335,santa comba,43.0331,-8.8093,48.79,69,9,11.56,ES
336,atocha,-20.9333,-66.2333,50.34,69,70,6.22,BO
337,mandalgovi,45.7625,106.2708,-6.38,80,95,4.03,MN
338,maniitsoq,65.4167,-52.9,23.67,95,100,4.0,GL
339,woodward,36.4337,-99.3904,34.83,78,100,8.05,US
340,vajszlo,45.8596,17.9841,42.12,93,100,3.67,HU
341,muros,42.7762,-9.0603,54.84,59,4,16.91,ES
342,kudahuvadhoo,2.6708,72.8944,79.12,80,95,15.26,MV
343,aguimes,27.9054,-15.4461,67.66,56,40,17.27,ES
344,katangli,51.7102,143.2326,-13.5,98,100,15.19,RU
345,xinyang,32.1228,114.0656,26.64,25,17,5.19,CN
346,kokkola,63.8385,23.1307,31.93,97,100,8.05,FI
347,tomatlan,19.9333,-105.25,60.89,94,69,3.36,MX
348,buchanan,5.8808,-10.0467,84.42,65,91,4.25,LR
349,phalaborwa,-23.943,31.1411,95.72,20,100,6.89,ZA
350,lavrentiya,65.5833,-171.0,-15.54,95,27,11.16,RU
351,vilyuysk,63.7553,121.6247,-37.64,98,98,5.32,RU
352,narsaq,60.9167,-46.05,21.42,95,100,3.31,GL
353,pierre,44.3683,-100.351,20.32,91,0,3.44,US
354,abu zabad,12.35,29.25,90.91,17,14,14.83,SD
355,baoqing,46.3317,132.2111,-12.23,90,100,10.36,CN
356,soe,-9.8607,124.284,67.48,95,100,1.25,ID
357,coquimbo,-29.9533,-71.3436,64.13,82,75,2.3,CL
358,caorle,45.5966,12.8758,53.42,71,100,12.5,IT
359,jequitinhonha,-16.4339,-41.0033,82.9,70,97,1.99,BR
360,iskateley,67.6803,53.1512,15.93,94,94,17.65,RU
361,port elizabeth,-33.918,25.5701,77.29,61,75,27.63,ZA
362,bokoro,12.3807,17.0568,94.84,7,100,10.4,TD
363,seoul,37.5683,126.9778,4.44,38,4,14.29,KR
364,raga,8.4596,25.678,95.43,10,71,6.67,SS
365,takoradi,4.8845,-1.7554,85.89,64,8,8.21,GH
366,the valley,18.217,-63.0578,78.1,65,15,16.6,AI
367,mancio lima,-7.6142,-72.8958,71.69,95,99,3.47,BR
368,lyuban,52.7985,28.0048,37.56,75,15,3.31,BY
369,whitehorse,60.7161,-135.0538,17.73,94,82,8.14,CA
370,tyup,42.7276,78.3648,14.74,83,38,6.58,KG
371,yambio,4.5721,28.3955,99.1,12,36,3.53,SS
372,safaga,26.7292,33.9365,74.17,45,0,14.74,EG
373,cherskiy,68.75,161.3,-22.9,98,100,1.86,RU
374,boddam,57.4667,-1.7833,55.78,86,100,5.97,GB
375,upernavik,72.7868,-56.1549,-5.26,84,100,9.95,GL
376,ketchikan,55.3422,-131.6461,43.27,93,100,8.05,US
377,boguchany,58.3814,97.4531,-9.53,100,98,2.62,RU
378,saint-joseph,-21.3667,55.6167,77.38,89,100,4.43,RE
379,coxim,-18.5067,-54.76,75.83,90,100,3.96,BR
380,port hedland,-20.3167,118.5667,84.25,79,72,8.05,AU
381,blytheville,35.9273,-89.919,33.78,86,0,4.61,US
382,naro,37.2935,13.7936,49.84,59,22,9.37,IT
383,lasa,46.6166,10.7002,42.03,65,97,1.92,IT
384,presque isle,46.6811,-68.0159,25.23,80,100,8.05,US
385,karratha,-20.7377,116.8463,84.07,71,64,8.03,AU
386,mayo,38.8876,-76.5119,37.98,78,0,4.61,US
387,san ramon de la nueva oran,-23.1322,-64.326,75.42,62,60,0.36,AR
388,qaqortoq,60.7167,-46.0333,29.68,89,100,4.79,GL
389,inverell,-29.7833,151.1167,70.11,79,16,1.99,AU
390,shitanjing,39.2342,106.3439,8.26,20,23,5.23,CN
391,kabinda,-6.1333,24.4833,78.49,71,93,2.68,CD
392,baykit,61.67,96.37,-33.41,98,44,3.38,RU
393,mokolo,10.7398,13.8019,88.59,10,88,10.56,CM
394,bundaberg,-24.85,152.35,76.21,87,0,1.01,AU
395,isoka,-10.1606,32.6335,74.55,67,99,5.17,ZM
396,boundiali,9.5217,-6.4869,92.82,34,64,5.12,CI
397,clyde river,70.4692,-68.5914,-25.1,89,100,6.13,CA
398,yuxia,34.0615,108.6291,25.56,41,0,2.98,CN
399,dabola,10.75,-11.1167,92.44,15,100,5.14,GN
400,canutama,-6.5339,-64.3831,74.37,96,100,1.79,BR
401,saskatoon,52.1168,-106.6345,10.69,96,98,7.09,CA
402,tarata,-17.6167,-66.0167,58.68,71,99,1.61,BO
403,taltal,-25.4,-70.4833,69.75,75,20,3.13,CL
404,mujiayingzi,42.1167,118.7833,-4.92,66,2,7.34,CN
405,fort nelson,58.8053,-122.7002,3.36,99,91,0.87,CA
406,mogadishu,2.0371,45.3438,82.98,65,47,24.32,SO
407,bayan,46.0833,127.4,-21.03,94,43,5.95,CN
408,riohacha,11.5444,-72.9072,77.34,80,87,18.1,CO
409,tiznit,29.5833,-9.5,60.24,36,0,5.46,MA
410,valle nacional,17.7833,-96.3167,66.74,97,61,3.8,MX
411,raudeberg,61.9875,5.1352,48.96,18,100,24.74,NO
412,zvishavane,-20.3267,30.0665,70.52,81,100,3.11,ZW
413,mackay,-21.15,149.2,74.68,77,5,5.68,AU
414,almeirim,-1.5233,-52.5817,75.16,90,98,3.89,BR
415,lodja,-3.4833,23.4333,84.81,56,99,1.14,CD
416,nizwa,22.9333,57.5333,63.5,57,84,3.53,OM
417,ulaanbaatar,47.9077,106.8832,-9.89,86,96,3.18,MN
418,simao,22.7886,100.9748,52.48,88,44,4.27,CN
419,nantucket,41.2835,-70.0995,33.15,76,0,10.36,US
420,dingle,10.9995,122.6711,74.59,84,55,12.26,PH
421,waupun,43.6333,-88.7296,28.56,96,85,7.18,US
422,gladstone,-23.85,151.25,78.73,73,0,3.44,AU
423,chute-aux-outardes,49.1168,-68.399,17.65,90,67,5.77,CA
424,ekibastuz,51.6667,75.3667,10.27,94,99,11.52,KZ
425,kangaatsiaq,68.3065,-53.4641,14.83,85,100,6.64,GL
426,obo,5.3998,26.4869,100.33,10,47,4.85,CF
427,kirakira,-10.4544,161.9205,79.25,85,99,5.77,SB
428,kruisfontein,-34.0033,24.7314,74.88,47,80,25.37,ZA
429,killorglin,52.1,-9.7833,49.98,87,75,3.44,IE
430,beringovskiy,63.05,179.3167,-12.06,99,96,12.26,RU
431,lingyuan,41.24,119.4011,-4.05,75,0,3.78,CN
432,hambantota,6.1241,81.1185,82.74,89,75,3.44,LK
433,mount isa,-20.7333,139.5,89.37,43,73,6.91,AU
434,bathsheba,13.2167,-59.5167,79.41,69,20,21.85,BB
435,biltine,14.5333,20.9167,92.68,5,100,4.5,TD
436,kharp,66.8014,65.8081,9.7,92,99,8.23,RU
437,linxia,35.6003,103.2064,16.52,58,1,4.76,CN
438,longavi,-35.9667,-71.6833,63.3,71,48,4.41,CL
439,vadlapudi,14.3167,79.8,77.45,61,65,11.12,IN
440,sola,-13.8833,167.55,82.09,70,99,5.46,VU
441,sao geraldo do araguaia,-6.4006,-48.555,77.65,88,29,3.69,BR
442,lincoln,40.8,-96.667,35.51,90,100,0.0,US
443,illescas,40.1221,-3.847,43.41,50,64,11.1,ES
444,dongying,37.4564,118.4856,14.54,12,0,2.55,CN
445,flinders,-34.5833,150.8552,67.17,88,99,7.0,AU
446,moreira sales,-24.0622,-53.0069,77.76,67,100,4.29,BR
447,loandjili,-4.7561,11.8578,82.53,71,77,4.38,CG
448,durres,41.3231,19.4414,57.38,64,15,4.99,AL
449,zhigansk,66.7697,123.3711,-50.51,97,100,9.08,RU
450,ocotal,13.6321,-86.4752,61.18,98,68,4.41,NI
451,manokwari,-0.8667,134.0833,79.05,81,96,3.15,ID
452,noumea,-22.2763,166.4572,82.99,99,27,2.64,NC
453,xining,36.6167,101.7667,20.75,14,0,2.37,CN
454,tawang,27.5833,91.8667,35.76,79,4,3.78,IN
455,grajau,-5.8194,-46.1386,77.97,84,48,3.38,BR
456,san vicente,-26.6167,-54.1333,82.62,41,0,2.01,AR
457,carutapera,-1.195,-46.02,78.4,90,76,6.73,BR
458,tucurui,-3.7661,-49.6725,77.36,89,93,3.13,BR
459,tonj,7.2737,28.6822,100.36,9,31,6.76,SS
460,lengshuijiang,27.6881,111.4294,37.8,30,9,5.77,CN
461,bouar,5.934,15.596,93.94,11,76,9.73,CF
462,banjar,-8.19,114.9675,78.48,90,83,3.02,ID
463,mulgund,15.25,75.5333,82.04,36,39,7.23,IN
464,salalah,17.0151,54.0924,78.89,57,40,11.5,OM
465,amberieu-en-bugey,45.9589,5.3432,40.46,71,44,1.34,FR
466,tautira,-17.7333,-149.15,79.3,81,96,10.22,PF
467,saint-pierre,-21.3393,55.4781,78.48,83,75,3.44,RE
468,nishihara,26.1842,127.7558,49.28,71,75,43.73,JP
469,maydolong,11.4992,125.5011,79.05,83,69,16.51,PH
470,boende,-0.2167,20.8667,98.82,28,88,2.28,CD
471,saint-augustin,51.226,-58.6502,29.91,91,100,22.15,CA
472,gornesti,46.6713,24.6476,44.62,53,14,1.97,RO
473,springbok,-29.6643,17.8865,74.91,32,10,17.94,ZA
474,moose factory,51.2585,-80.6094,-4.02,77,100,6.91,CA
475,dickinson,29.4608,-95.0513,60.04,84,100,16.11,US
476,lobito,-12.3481,13.5456,82.45,69,79,10.69,AO
477,mawlaik,23.6333,94.4167,68.67,42,53,1.59,MM
478,sakakah,29.9697,40.2064,60.73,50,0,10.13,SA
479,carballo,43.213,-8.691,52.02,73,52,11.72,ES
480,lazaro cardenas,17.9583,-102.2,69.4,63,2,4.5,MX
481,lapithos,35.3375,33.1792,66.49,57,0,4.83,CY
482,arlit,18.7369,7.3853,91.47,7,2,7.74,NE
483,karksi-nuia,58.1033,25.5628,28.78,90,100,10.89,EE
484,le port,-20.9373,55.2919,78.8,87,100,6.35,RE
485,estelle,29.8458,-90.1067,52.0,78,75,13.8,US
486,oktyabrskoye,43.0645,44.7417,28.54,80,100,4.47,RU
487,ende,-8.8432,121.6623,78.35,84,66,4.03,ID
488,calvia,39.5657,2.5062,50.07,56,96,10.04,ES
489,ola,59.5833,151.2833,-9.67,85,100,12.75,RU
490,tahe,52.3333,124.7333,-25.51,98,35,3.36,CN
491,kakonko,-3.2828,30.9642,78.08,54,99,3.76,TZ
492,salamiyah,35.0113,37.0532,60.26,47,0,4.18,SY
493,balkhash,46.844,74.9804,5.61,85,0,11.18,KZ
494,delesti,46.7,27.55,35.38,69,100,10.94,RO
495,bayji,34.9311,43.487,61.29,23,0,8.19,IQ
496,general roca,-39.0333,-67.5833,67.62,39,3,30.33,AR
497,imbituba,-28.24,-48.6703,75.85,63,0,0.85,BR
498,shingu,33.7333,135.9833,29.48,71,26,13.56,JP
499,kyzyl-suu,42.3414,78.0056,17.11,82,38,8.14,KG
500,sobolevo,54.4299,31.8996,32.81,83,100,4.81,RU
501,naryan-mar,67.6713,53.087,16.07,94,94,17.72,RU
502,coihaique,-45.5752,-72.0662,50.61,87,75,3.44,CL
503,alice springs,-23.7,133.8833,88.21,40,72,6.91,AU
504,artvin,41.1667,41.8333,47.68,34,1,2.15,TR
505,vila do maio,15.1333,-23.2167,75.99,67,11,9.93,CV
506,tucuma,-0.1833,-50.05,76.95,92,99,6.71,BR
507,matamoros,25.5333,-103.25,57.22,26,100,15.79,MX
508,kutum,14.2,24.6667,81.39,7,46,11.3,SD
509,tepeojuma,18.7167,-98.45,55.99,69,1,4.05,MX
510,najran,17.4924,44.1277,81.95,15,0,4.85,SA
511,darhan,49.4867,105.9228,-16.28,93,97,2.64,MN
512,mont-dore,-22.2833,166.5833,82.99,99,35,2.46,NC
513,nogales,31.3086,-110.9422,23.25,80,0,5.75,MX
514,nara,34.6851,135.8049,29.97,75,71,18.16,JP
515,oistins,13.0667,-59.5333,78.89,69,20,21.85,BB
516,eldorado,-23.7869,-54.2836,79.74,58,100,2.44,BR
517,sorong,-0.8833,131.25,80.96,79,100,6.13,ID
518,guder,8.9667,37.7667,82.38,16,93,6.62,ET
519,hof,50.3167,11.9167,34.45,94,100,9.22,DE
520,nelidovo,56.2211,32.7774,29.89,81,100,7.56,RU
521,yarkovo,57.4028,67.0786,14.14,95,70,6.55,RU
522,gardelegen,52.5252,11.3952,38.57,76,42,4.09,DE
523,ambatofinandrahana,-20.55,46.8,70.18,76,99,7.83,MG
524,udachnyy,66.4167,112.4,-22.56,67,100,2.26,RU
525,jacareacanga,-6.2222,-57.7528,75.36,96,99,1.05,BR
526,caloundra,-26.8,153.1333,73.13,92,87,5.01,AU
527,dongsheng,39.8161,109.9776,3.47,23,0,12.3,CN
528,cairns,-16.9167,145.7667,79.07,94,100,5.75,AU
529,gogrial,8.5332,28.1004,98.94,11,46,5.91,SS
530,hay river,60.8156,-115.7999,7.63,97,98,6.02,CA
531,kloulklubed,7.0419,134.2556,73.9,83,100,14.83,PW
532,vidim,56.4088,103.1106,-5.67,100,100,3.06,RU
533,kaduqli,11.0167,29.7167,94.86,16,73,9.08,SD
534,nueva loja,0.0847,-76.8828,69.82,100,100,3.44,EC
535,maun,-19.9833,23.4167,86.94,35,64,9.46,BW
536,capao da canoa,-29.7456,-50.0097,77.23,58,0,2.39,BR
537,gazimurskiy zavod,51.5461,118.3266,-31.58,99,3,2.53,RU
538,khandyga,62.6667,135.6,-57.55,100,54,1.72,RU
539,sinnamary,5.3833,-52.95,77.23,77,39,12.03,GF
540,morgan city,29.6994,-91.2068,50.02,81,40,11.5,US
541,robertsport,6.7533,-11.3686,80.96,76,100,3.31,LR
542,banepa,27.6298,85.5214,61.12,45,20,10.36,NP
543,puerto del rosario,28.5004,-13.8627,67.75,52,40,17.27,ES
544,solnechnyy,50.7214,136.6319,-30.95,96,82,4.16,RU
545,amalapuram,16.5833,82.0167,75.13,62,58,5.55,IN
546,quixada,-4.9714,-39.0153,83.07,60,70,4.27,BR
547,okha,53.5739,142.9478,-15.21,94,100,21.43,RU
548,manggar,-2.8833,108.2667,79.65,82,99,9.35,ID
549,sisimiut,66.9395,-53.6735,18.48,94,100,1.74,GL
550,kapuskasing,49.4169,-82.4331,-12.71,100,100,4.27,CA
551,tomigusuku,26.185,127.675,49.77,71,75,43.73,JP
552,novyy urengoy,66.0833,76.6333,-12.8,92,100,14.16,RU
553,amapa,1.0,-52.0,72.86,95,100,3.13,BR
554,brae,60.3964,-1.353,48.94,96,100,26.44,GB
555,sijunjung,-0.6876,100.9537,72.27,96,100,1.5,ID
556,gat,31.61,34.7642,72.79,34,0,9.1,IL
557,kabanjahe,3.1001,98.4908,61.57,97,100,2.13,ID
558,chaman,30.9236,66.4512,37.56,48,19,5.37,PK
559,shache,38.4167,77.2406,14.86,81,13,6.2,CN
560,kapiri mposhi,-13.9652,28.6809,73.51,75,99,11.1,ZM
561,tecoanapa,16.5167,-98.75,70.99,67,0,3.69,MX
562,costinesti,43.95,28.6333,38.44,64,100,12.8,RO
563,rockport,28.0206,-97.0544,68.04,95,100,17.27,US
564,tessalit,20.1986,1.0114,81.9,9,0,6.6,ML
565,anloga,5.7947,0.8973,84.45,71,19,10.09,GH
566,klaksvik,62.2266,-6.589,47.32,88,100,32.7,FO
567,ruy barbosa,-12.2839,-40.4939,80.37,61,47,3.11,BR
568,tigre,-34.426,-58.5796,80.06,50,24,5.01,AR
569,bahia blanca,-38.7196,-62.2724,76.28,54,100,1.01,AR
570,ndola,-12.9587,28.6366,73.99,72,88,10.31,ZM
571,catuday,16.2923,119.8062,76.95,76,18,27.29,PH
572,xai-xai,-25.0519,33.6442,86.11,52,99,8.99,MZ
573,zlitan,32.4674,14.5687,64.56,56,1,12.46,LY
574,cove,7.221,2.3402,98.64,30,8,3.49,BJ
575,namibe,-15.1961,12.1522,76.73,77,89,9.62,AO
576,atar,20.5169,-13.0499,81.46,11,2,5.59,MR
577,la asuncion,11.0333,-63.8628,75.92,80,80,15.43,VE
578,saurimo,-9.6608,20.3916,70.32,83,99,4.43,AO
579,batagay-alyta,67.8006,130.4114,-26.81,100,100,2.77,RU
580,mayskiy,47.6931,40.1025,35.01,51,8,13.49,RU
581,cam ranh,11.9214,109.1591,73.36,88,40,28.77,VN
582,muyezerskiy,63.9333,31.65,27.19,95,99,8.14,RU
583,teknaf,20.8624,92.3058,74.08,61,9,8.7,BD
584,brandon,27.9378,-82.2859,53.47,80,0,5.75,US
585,antalaha,-14.9003,50.2788,80.94,74,99,5.61,MG
586,broome,42.2506,-75.833,30.61,83,0,9.22,US
587,bose,45.4612,8.0137,48.02,86,83,4.59,IT
588,maragogi,-9.0122,-35.2225,82.99,61,11,7.45,BR
589,khanpur,28.6453,70.6567,66.69,12,0,8.5,PK
590,san cristobal,7.7669,-72.225,64.58,77,78,3.74,VE
591,podgorica,42.4411,19.2636,54.9,62,40,2.3,ME
592,kushmurun,52.4503,64.6311,2.14,98,48,6.33,KZ
593,huilong,31.8111,121.655,24.93,45,30,18.05,CN
594,viesca,25.35,-102.8,56.66,35,100,9.37,MX
595,balkanabat,39.5108,54.3671,39.31,28,0,2.13,TM
596,haverfordwest,51.8017,-4.9691,43.05,94,32,4.54,GB
597,carbondale,37.7273,-89.2168,30.97,94,0,3.44,US
598,zhumadian,32.9794,114.0294,23.11,18,0,6.96,CN
599,mahon,39.8885,4.2658,46.96,87,75,17.27,ES
600,omsukchan,62.5333,155.8,-17.54,98,100,5.08,RU
601,sambava,-14.2667,50.1667,86.0,66,100,14.38,MG
602,christchurch,-43.5333,172.6333,59.32,87,100,11.5,NZ
